article_id,entity,predicted_type,title,summary,source,published,corrected_type
465,Eva Maria Pellicer,PERSON,Advances in nanoporous metal films: production methods and applications,Read the new collection in Materials Advances We are delighted to introduce our new themed collection focusing on Advances in nanoporous metal films: production methods and applications! Guest Edited by Prof. Eva Maria Pellicer (Universitat AutÃ²noma de Barcelona) &#38; Prof. Maria Eugenia Toimil-Molares (GSI Helmholtzzentrum fÃ¼r Schwerionenforschung GmbH) &#160; &#160; A small selection of the [&#8230;],Journal of Materials Chemistry Blog (RSC),"Tue, 22 Jul 2025 09:12:19 +0000",
465,Universitat AutÃ²noma de Barcelona,ORG,Advances in nanoporous metal films: production methods and applications,Read the new collection in Materials Advances We are delighted to introduce our new themed collection focusing on Advances in nanoporous metal films: production methods and applications! Guest Edited by Prof. Eva Maria Pellicer (Universitat AutÃ²noma de Barcelona) &#38; Prof. Maria Eugenia Toimil-Molares (GSI Helmholtzzentrum fÃ¼r Schwerionenforschung GmbH) &#160; &#160; A small selection of the [&#8230;],Journal of Materials Chemistry Blog (RSC),"Tue, 22 Jul 2025 09:12:19 +0000",
465,Maria Eugenia,PERSON,Advances in nanoporous metal films: production methods and applications,Read the new collection in Materials Advances We are delighted to introduce our new themed collection focusing on Advances in nanoporous metal films: production methods and applications! Guest Edited by Prof. Eva Maria Pellicer (Universitat AutÃ²noma de Barcelona) &#38; Prof. Maria Eugenia Toimil-Molares (GSI Helmholtzzentrum fÃ¼r Schwerionenforschung GmbH) &#160; &#160; A small selection of the [&#8230;],Journal of Materials Chemistry Blog (RSC),"Tue, 22 Jul 2025 09:12:19 +0000",
465,Toimil-Molares,ORG,Advances in nanoporous metal films: production methods and applications,Read the new collection in Materials Advances We are delighted to introduce our new themed collection focusing on Advances in nanoporous metal films: production methods and applications! Guest Edited by Prof. Eva Maria Pellicer (Universitat AutÃ²noma de Barcelona) &#38; Prof. Maria Eugenia Toimil-Molares (GSI Helmholtzzentrum fÃ¼r Schwerionenforschung GmbH) &#160; &#160; A small selection of the [&#8230;],Journal of Materials Chemistry Blog (RSC),"Tue, 22 Jul 2025 09:12:19 +0000",
465,GSI,ORG,Advances in nanoporous metal films: production methods and applications,Read the new collection in Materials Advances We are delighted to introduce our new themed collection focusing on Advances in nanoporous metal films: production methods and applications! Guest Edited by Prof. Eva Maria Pellicer (Universitat AutÃ²noma de Barcelona) &#38; Prof. Maria Eugenia Toimil-Molares (GSI Helmholtzzentrum fÃ¼r Schwerionenforschung GmbH) &#160; &#160; A small selection of the [&#8230;],Journal of Materials Chemistry Blog (RSC),"Tue, 22 Jul 2025 09:12:19 +0000",
467,"BCX4"">",PERSON,Top 10 FAQs About Autoclaves: What You Need to Know Before You Buy,"<p><span class=""NormalTextRun SCXW71854215 BCX4""> Explore 10 </span><span class=""NormalTextRun SCXW71854215 BCX4"">frequently</span><span class=""NormalTextRun SCXW71854215 BCX4""> asked questions about autoclaves to guide your sterilizer selection process and help ensure a successful investment for your lab or facility.</span></p><p><a class=""read-more"" href=""https://www.msesupplies.com/blogs/news/top-10-faqs-about-autoclaves-what-you-need-to-know-before-you-buy"">More</a></p>",MSE Supplies Blog (Materials Supplies),2025-07-24T10:00:00-07:00,
467,BCX4,PERSON,Top 10 FAQs About Autoclaves: What You Need to Know Before You Buy,"<p><span class=""NormalTextRun SCXW71854215 BCX4""> Explore 10 </span><span class=""NormalTextRun SCXW71854215 BCX4"">frequently</span><span class=""NormalTextRun SCXW71854215 BCX4""> asked questions about autoclaves to guide your sterilizer selection process and help ensure a successful investment for your lab or facility.</span></p><p><a class=""read-more"" href=""https://www.msesupplies.com/blogs/news/top-10-faqs-about-autoclaves-what-you-need-to-know-before-you-buy"">More</a></p>",MSE Supplies Blog (Materials Supplies),2025-07-24T10:00:00-07:00,
468,New Insights,ORG,New Insights into Plant Immunity: How A Plant Protein Could Help Crops Fight Disease,"<p><span>Researchers reveal how AtMC9 structure shifts with pH to regulate plant immunityâ€”offering new insights for developing disease-resistant crops.</span></p><p><a class=""read-more"" href=""https://www.msesupplies.com/blogs/news/new-insights-into-plant-immunity-how-a-plant-protein-could-help-crops-fight-disease"">More</a></p>",MSE Supplies Blog (Materials Supplies),2025-07-23T10:00:03-07:00,
470,Towards Multiferroicity,PERSON,Towards Multiferroicity in Two-Dimensional Van Der Waals Materials: Challenges and Opportunities,"Chemistry of Materials, Volume 37, Issue 14, Page 4925-4934, July 22, 2025. <br />",Chemistry of Materials (ACS),,
470,Challenges and Opportunities Chemistry of Materials,ORG,Towards Multiferroicity in Two-Dimensional Van Der Waals Materials: Challenges and Opportunities,"Chemistry of Materials, Volume 37, Issue 14, Page 4925-4934, July 22, 2025. <br />",Chemistry of Materials (ACS),,
471,Ferroelectric Domains,PERSON,Ferroelectric Domains and Domain Walls in Organicâ€“Inorganic Hybrid Perovskites,"Chemistry of Materials, Volume 37, Issue 14, Page 4935-4943, July 22, 2025. <br />",Chemistry of Materials (ACS),,
471,Domain Walls,PERSON,Ferroelectric Domains and Domain Walls in Organicâ€“Inorganic Hybrid Perovskites,"Chemistry of Materials, Volume 37, Issue 14, Page 4935-4943, July 22, 2025. <br />",Chemistry of Materials (ACS),,
471,Organic,GPE,Ferroelectric Domains and Domain Walls in Organicâ€“Inorganic Hybrid Perovskites,"Chemistry of Materials, Volume 37, Issue 14, Page 4935-4943, July 22, 2025. <br />",Chemistry of Materials (ACS),,
472,Coacervate-Based Materials: Fabrication,ORG,"Coacervate-Based Materials: Fabrication, Structure, and Applications","Chemistry of Materials, Volume 37, Issue 14, Page 4944-4962, July 22, 2025. <br />",Chemistry of Materials (ACS),,
473,Tailoring Structural Distortions,ORG,Tailoring Structural Distortions and Ionic Defects as Alternative Strategy to Modulate Reactive Oxygen Species and Photocatalytic Activity in SnO2 Nanoparticles,"Chemistry of Materials, Volume 37, Issue 14, Page 4963-4981, July 22, 2025. <br />",Chemistry of Materials (ACS),,
473,Ionic Defects as Alternative Strategy,ORG,Tailoring Structural Distortions and Ionic Defects as Alternative Strategy to Modulate Reactive Oxygen Species and Photocatalytic Activity in SnO2 Nanoparticles,"Chemistry of Materials, Volume 37, Issue 14, Page 4963-4981, July 22, 2025. <br />",Chemistry of Materials (ACS),,
473,Modulate Reactive Oxygen Species,ORG,Tailoring Structural Distortions and Ionic Defects as Alternative Strategy to Modulate Reactive Oxygen Species and Photocatalytic Activity in SnO2 Nanoparticles,"Chemistry of Materials, Volume 37, Issue 14, Page 4963-4981, July 22, 2025. <br />",Chemistry of Materials (ACS),,
474,Area-Selective Atomic Layer Deposition,ORG,Area-Selective Atomic Layer Deposition through Selective Passivation of SiO2 with a SF6/H2 Plasma,"Chemistry of Materials, Volume 37, Issue 14, Page 4982-4991, July 22, 2025. <br />",Chemistry of Materials (ACS),,
475,the Self-Doped Nature,ORG,Revealing the Self-Doped Nature of CdxAgySe Quantum Dots under Cation Exchange Control,"Chemistry of Materials, Volume 37, Issue 14, Page 4992-5004, July 22, 2025. <br />",Chemistry of Materials (ACS),,
475,Cation Exchange Control Chemistry of Materials,ORG,Revealing the Self-Doped Nature of CdxAgySe Quantum Dots under Cation Exchange Control,"Chemistry of Materials, Volume 37, Issue 14, Page 4992-5004, July 22, 2025. <br />",Chemistry of Materials (ACS),,
476,Quasi-Single-Crystalline Inverse Opal Î±-Fe2O3 Prepared via,ORG,Quasi-Single-Crystalline Inverse Opal Î±-Fe2O3 Prepared via Diffusion and Oxidation of the FeCl3 Precursor in Nanospaces,"Chemistry of Materials, Volume 37, Issue 14, Page 5005-5014, July 22, 2025. <br />",Chemistry of Materials (ACS),,
476,Nanospaces Chemistry of Materials,ORG,Quasi-Single-Crystalline Inverse Opal Î±-Fe2O3 Prepared via Diffusion and Oxidation of the FeCl3 Precursor in Nanospaces,"Chemistry of Materials, Volume 37, Issue 14, Page 5005-5014, July 22, 2025. <br />",Chemistry of Materials (ACS),,
477,Phosphine-Induced Reaction with Z-Type Ligands Chemistry of Materials,ORG,Stabilization of Quantum Dots through Phosphine-Induced Reaction with Z-Type Ligands,"Chemistry of Materials, Volume 37, Issue 14, Page 5015-5026, July 22, 2025. <br />",Chemistry of Materials (ACS),,
478,Bismuth Halides Chemistry of Materials,ORG,Predict before You Precipitate: Learning Templating Effects in Hybrid Antimony and Bismuth Halides,"Chemistry of Materials, Volume 37, Issue 14, Page 5027-5035, July 22, 2025. <br />",Chemistry of Materials (ACS),,
479,Magnetic Properties,ORG,Magnetic Properties and Large Second-Harmonic Generation Response of a Chiral Ternary Chalcogenide: Eu2SiSe4,"Chemistry of Materials, Volume 37, Issue 14, Page 5036-5042, July 22, 2025. <br />",Chemistry of Materials (ACS),,
480,the Entanglement of Host,ORG,Thermocoloration and Photodiscoloration Derived from the Entanglement of Host and Guest Radicals in a Metalâ€“Organic Framework,"Chemistry of Materials, Volume 37, Issue 14, Page 5043-5051, July 22, 2025. <br />",Chemistry of Materials (ACS),,
480,Guest Radicals,ORG,Thermocoloration and Photodiscoloration Derived from the Entanglement of Host and Guest Radicals in a Metalâ€“Organic Framework,"Chemistry of Materials, Volume 37, Issue 14, Page 5043-5051, July 22, 2025. <br />",Chemistry of Materials (ACS),,
481,Sodium-Ion Battery,ORG,A Sodium-Ion Battery with the Diglyme Electrolyte: Graphite || Alumina-Coated Na5/6[Ni1/3Mn1/6Fe1/6Ti1/3]O2 Cell,"Chemistry of Materials, Volume 37, Issue 14, Page 5052-5061, July 22, 2025. <br />",Chemistry of Materials (ACS),,
481,Alumina-Coated,PERSON,A Sodium-Ion Battery with the Diglyme Electrolyte: Graphite || Alumina-Coated Na5/6[Ni1/3Mn1/6Fe1/6Ti1/3]O2 Cell,"Chemistry of Materials, Volume 37, Issue 14, Page 5052-5061, July 22, 2025. <br />",Chemistry of Materials (ACS),,
482,Atom-Economic Construction of Functional Î²-Ketoenamine-Linked Covalent Organic Frameworks,ORG,Efficient and Atom-Economic Construction of Functional Î²-Ketoenamine-Linked Covalent Organic Frameworks via Amino-yne Click Polymerization,"Chemistry of Materials, Volume 37, Issue 14, Page 5062-5071, July 22, 2025. <br />",Chemistry of Materials (ACS),,
482,Amino-yne Click Polymerization Chemistry of Materials,ORG,Efficient and Atom-Economic Construction of Functional Î²-Ketoenamine-Linked Covalent Organic Frameworks via Amino-yne Click Polymerization,"Chemistry of Materials, Volume 37, Issue 14, Page 5062-5071, July 22, 2025. <br />",Chemistry of Materials (ACS),,
483,Directional Channels and Anisotropic Surfaces for Improved Hemorrhage Control Chemistry of Materials,ORG,Cryochemically Engineered Sponges with Directional Channels and Anisotropic Surfaces for Improved Hemorrhage Control,"Chemistry of Materials, Volume 37, Issue 14, Page 5072-5085, July 22, 2025. <br />",Chemistry of Materials (ACS),,
484,"Data-Enabled Discovery of Two-Dimensional van der Waals Layered Phosphochalcogenides Chemistry of Materials, Volume",ORG,Data-Enabled Discovery of Two-Dimensional van der Waals Layered Phosphochalcogenides,"Chemistry of Materials, Volume 37, Issue 14, Page 5086-5098, July 22, 2025. <br />",Chemistry of Materials (ACS),,
485,Machine Learning Potentials Chemistry of Materials,ORG,Deciphering the Facet-Dependent Degradation Mechanism of Hybrid Perovskites by Machine Learning Potentials,"Chemistry of Materials, Volume 37, Issue 14, Page 5099-5108, July 22, 2025. <br />",Chemistry of Materials (ACS),,
486,Chemical Vapor Deposition,ORG,Chemical Vapor Deposition Growth of Two-Dimensional Bi4Se3 with Robust Ferroelectricity,"Chemistry of Materials, Volume 37, Issue 14, Page 5109-5117, July 22, 2025. <br />",Chemistry of Materials (ACS),,
486,Robust Ferroelectricity Chemistry of Materials,ORG,Chemical Vapor Deposition Growth of Two-Dimensional Bi4Se3 with Robust Ferroelectricity,"Chemistry of Materials, Volume 37, Issue 14, Page 5109-5117, July 22, 2025. <br />",Chemistry of Materials (ACS),,
487,Camouflage Chemistry of Materials,ORG,"Multistimulus-Responsive Chromic Textile for Smart Wearable Display, Sensor, and Camouflage","Chemistry of Materials, Volume 37, Issue 14, Page 5118-5128, July 22, 2025. <br />",Chemistry of Materials (ACS),,
488,Substitution of Iron for Vanadium,ORG,Substitution of Iron for Vanadium in Phosphate Fluoride Positive Electrode Materials for Na-Ion Batteries,"Chemistry of Materials, Volume 37, Issue 14, Page 5129-5142, July 22, 2025. <br />",Chemistry of Materials (ACS),,
488,Phosphate Fluoride Positive Electrode Materials,ORG,Substitution of Iron for Vanadium in Phosphate Fluoride Positive Electrode Materials for Na-Ion Batteries,"Chemistry of Materials, Volume 37, Issue 14, Page 5129-5142, July 22, 2025. <br />",Chemistry of Materials (ACS),,
490,the Structural Origin of Fast Li-Ion Cycling,ORG,On the Structural Origin of Fast Li-Ion Cycling in Tetragonal Bronze-Type Nb8W9O47,"Chemistry of Materials, Volume 37, Issue 14, Page 5158-5166, July 22, 2025. <br />",Chemistry of Materials (ACS),,
491,Overhauser Dynamic Nuclear Polarization of Lithiated Graphite Anodes,ORG,Overhauser Dynamic Nuclear Polarization of Lithiated Graphite Anodes: Probing Bulk and Surface Structures,"Chemistry of Materials, Volume 37, Issue 14, Page 5167-5182, July 22, 2025. <br />",Chemistry of Materials (ACS),,
491,Surface Structures Chemistry of Materials,ORG,Overhauser Dynamic Nuclear Polarization of Lithiated Graphite Anodes: Probing Bulk and Surface Structures,"Chemistry of Materials, Volume 37, Issue 14, Page 5167-5182, July 22, 2025. <br />",Chemistry of Materials (ACS),,
492,Stability and Mechanical Properties,ORG,Pivotal Role of A-Site Elements in the Stability and Mechanical Properties of h-MAB Phases,"Chemistry of Materials, Volume 37, Issue 14, Page 5183-5194, July 22, 2025. <br />",Chemistry of Materials (ACS),,
492,MAB Phases Chemistry of Materials,ORG,Pivotal Role of A-Site Elements in the Stability and Mechanical Properties of h-MAB Phases,"Chemistry of Materials, Volume 37, Issue 14, Page 5183-5194, July 22, 2025. <br />",Chemistry of Materials (ACS),,
495,Enhancing Gas Adsorption,ORG,Enhancing Gas Adsorption in Three-Dimensional Covalent Organic Frameworks via Conformational Effects,"Chemistry of Materials, Volume 37, Issue 14, Page 5217-5225, July 22, 2025. <br />",Chemistry of Materials (ACS),,
495,Three-Dimensional Covalent Organic Frameworks,ORG,Enhancing Gas Adsorption in Three-Dimensional Covalent Organic Frameworks via Conformational Effects,"Chemistry of Materials, Volume 37, Issue 14, Page 5217-5225, July 22, 2025. <br />",Chemistry of Materials (ACS),,
495,Conformational Effects Chemistry of Materials,ORG,Enhancing Gas Adsorption in Three-Dimensional Covalent Organic Frameworks via Conformational Effects,"Chemistry of Materials, Volume 37, Issue 14, Page 5217-5225, July 22, 2025. <br />",Chemistry of Materials (ACS),,
498,Artificial Intelligence-Driven Multiobjective Bayesian Optimization Chemistry of Materials,ORG,Discovery of Trade-Off Performance Frontiers of Cross-Linking Polymers through Artificial Intelligence-Driven Multiobjective Bayesian Optimization,"Chemistry of Materials, Volume 37, Issue 14, Page 5249-5260, July 22, 2025. <br />",Chemistry of Materials (ACS),,
499,the Proton Conductivity in,ORG,Effect of Proton Concentration on the Proton Conductivity in Calcium Niobium Oxide Nanosheets,"Chemistry of Materials, Volume 37, Issue 14, Page 5261-5270, July 22, 2025. <br />",Chemistry of Materials (ACS),,
499,Calcium Niobium Oxide Nanosheets Chemistry of Materials,ORG,Effect of Proton Concentration on the Proton Conductivity in Calcium Niobium Oxide Nanosheets,"Chemistry of Materials, Volume 37, Issue 14, Page 5261-5270, July 22, 2025. <br />",Chemistry of Materials (ACS),,
500,Zn-Doped Cu5Sn2S7 Chemistry of Materials,ORG,Coexistence of Two Sphalerite Frameworks: A Vector for the Enhancement of Thermoelectric Performances in Zn-Doped Cu5Sn2S7,"Chemistry of Materials, Volume 37, Issue 14, Page 5271-5285, July 22, 2025. <br />",Chemistry of Materials (ACS),,
503,Probes Chemistry of Materials,ORG,Structural Dynamics Behind the Formation of Î±â€²-Ni3Ga Alloy Nanoparticles from a Niâ€“Ga Phyllosilicate Dispersed on Silica Using X-ray Probes,"Chemistry of Materials, Volume 37, Issue 14, Page 5312-5324, July 22, 2025. <br />",Chemistry of Materials (ACS),,
504,Rock-Salt NbO Films Chemistry of Materials,ORG,Superconducting Vacancy-Ordered Rock-Salt NbO Films,"Chemistry of Materials, Volume 37, Issue 14, Page 5325-5332, July 22, 2025. <br />",Chemistry of Materials (ACS),,
505,Chemical Exfoliation,ORG,Chemical Exfoliation for the Preparation of CrSe2 Nanoribbons and CrTe2â€“x Nanosheets,"Chemistry of Materials, Volume 37, Issue 14, Page 5333-5343, July 22, 2025. <br />",Chemistry of Materials (ACS),,
505,the Preparation of CrSe2 Nanoribbons,ORG,Chemical Exfoliation for the Preparation of CrSe2 Nanoribbons and CrTe2â€“x Nanosheets,"Chemistry of Materials, Volume 37, Issue 14, Page 5333-5343, July 22, 2025. <br />",Chemistry of Materials (ACS),,
505,Nanosheets Chemistry of Materials,ORG,Chemical Exfoliation for the Preparation of CrSe2 Nanoribbons and CrTe2â€“x Nanosheets,"Chemistry of Materials, Volume 37, Issue 14, Page 5333-5343, July 22, 2025. <br />",Chemistry of Materials (ACS),,
507,Coordinated-Metal-Synergetic Covalent Organic Framework for Highly,ORG,A Synaptic Device Based on a Coordinated-Metal-Synergetic Covalent Organic Framework for Highly Efficient Neuromorphic Application,"Chemistry of Materials, Volume 37, Issue 14, Page 5355-5364, July 22, 2025. <br />",Chemistry of Materials (ACS),,
508,van der Waals-like,PERSON,Crystal Structure of Cu2âˆ’Î´Te with van der Waals-like Interlayer Teâ€“Te Interaction Revealed by Scanning Transmission Electron Microscopy,"Chemistry of Materials, Volume 37, Issue 14, Page 5365-5377, July 22, 2025. <br />",Chemistry of Materials (ACS),,
508,Interlayer Te,ORG,Crystal Structure of Cu2âˆ’Î´Te with van der Waals-like Interlayer Teâ€“Te Interaction Revealed by Scanning Transmission Electron Microscopy,"Chemistry of Materials, Volume 37, Issue 14, Page 5365-5377, July 22, 2025. <br />",Chemistry of Materials (ACS),,
509,Niobium Atom Chains,PERSON,Niobium Atom Chains in Monolayer Tungsten Disulfide,"Chemistry of Materials, Volume 37, Issue 14, Page 5378-5386, July 22, 2025. <br />",Chemistry of Materials (ACS),,
509,Monolayer Tungsten Disulfide Chemistry of Materials,ORG,Niobium Atom Chains in Monolayer Tungsten Disulfide,"Chemistry of Materials, Volume 37, Issue 14, Page 5378-5386, July 22, 2025. <br />",Chemistry of Materials (ACS),,
510,Ab Initio,PERSON,Atomistic Mechanism of Perovskite Grain Boundary Healing by Halide Doping: Machine Learning and Ab Initio Analyses,"Chemistry of Materials, Volume 37, Issue 14, Page 5387-5395, July 22, 2025. <br />",Chemistry of Materials (ACS),,
511,Anchoring Bulky Moieties,ORG,Anchoring Bulky Moieties to Multi-Resonant Nanographenes for Solution-Processed OLEDs with High Efficiency and Narrowband Emission,"Chemistry of Materials, Volume 37, Issue 14, Page 5396-5405, July 22, 2025. <br />",Chemistry of Materials (ACS),,
512,Block Copolymers and Cobalt Ferrite Nanoparticles for Magnetic Material Design Chemistry of Materials,ORG,Co-assembly of Block Copolymers and Cobalt Ferrite Nanoparticles for Magnetic Material Design,"Chemistry of Materials, Volume 37, Issue 14, Page 5406-5416, July 22, 2025. <br />",Chemistry of Materials (ACS),,
513,Editorial Masthead Chemistry,PERSON,Issue Editorial Masthead,"Chemistry of Materials, Volume 37, Issue 14, July 22, 2025. <br />",Chemistry of Materials (ACS),,
514,Publication Information Chemistry of Materials,ORG,Issue Publication Information,"Chemistry of Materials, Volume 37, Issue 14, July 22, 2025. <br />",Chemistry of Materials (ACS),,
